2021-04-25 13:33:19.485002 IC 7 THERM 0: 23.62 C
2021-04-25 13:33:19.485002 IC 7 THERM 1: 23.75 C
2021-04-25 13:33:19.485002 IC 7 THERM 2: 23.71 C
2021-04-25 13:33:19.486971 BMS STATE: 1
2021-04-25 13:33:58.274760 BAL IC1 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC1 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC1 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC1 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC1 CELL8: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL0: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL1: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL2: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL3: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC2 CELL8: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL0: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL1: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL2: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL3: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC3 CELL8: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL0: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL1: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL2: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL3: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC4 CELL8: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL0: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL1: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL2: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL3: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC5 CELL8: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL0: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL1: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL2: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL3: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC6 CELL8: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL0: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL1: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL2: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL3: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL4: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL5: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL6: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL7: OFF
2021-04-25 13:33:58.274760 BAL IC7 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL0: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL1: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL2: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL3: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL4: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL5: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL6: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL7: OFF
2021-04-25 13:33:58.276561 BAL IC4 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL0: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL1: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL2: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL3: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL4: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL5: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL6: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL7: OFF
2021-04-25 13:33:58.276561 BAL IC5 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL0: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL1: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL2: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL3: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL4: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL5: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL6: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL7: OFF
2021-04-25 13:33:58.276561 BAL IC6 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL0: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL1: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL2: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL3: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL4: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL5: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL6: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL7: OFF
2021-04-25 13:33:58.276561 BAL IC7 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL0: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL1: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL2: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL3: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL4: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL5: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL6: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL7: OFF
2021-04-25 13:33:58.276561 BAL IC8 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL0: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL1: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL2: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL3: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL4: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL5: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL6: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL7: OFF
2021-04-25 13:33:58.276561 BAL IC9 CELL8: OFF
2021-04-25 13:33:58.276561 BAL IC10 CELL0: OFF
2021-04-25 13:33:58.278135 TCU WHEEL RPM REAR LEFT: 55.48 RPM
2021-04-25 13:33:58.278135 TCU WHEEL RPM REAR RIGHT: 55.48 RPM
2021-04-25 13:33:58.279380 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:33:58.279380 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:33:58.280775 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:33:58.348582 MOTOR ANGLE: 305.9
2021-04-25 13:33:58.348582 MOTOR SPEED: -2381 RPM
2021-04-25 13:33:58.348582 ELEC OUTPUT FREQ: -396.8
2021-04-25 13:33:58.348582 DELTA RESOLVER FILT: 699
2021-04-25 13:33:58.349816 PHASE A CURRENT: 38.6 A
2021-04-25 13:33:58.349816 PHASE B CURRENT: -62.6 A
2021-04-25 13:33:58.349816 PHASE C CURRENT: 24.7 A
2021-04-25 13:33:58.349816 DC BUS CURRENT: 18.3 A
2021-04-25 13:33:58.351092 DC BUS VOLTAGE: 291.8 V
2021-04-25 13:33:58.351092 OUTPUT VOLTAGE: 72.4 V
2021-04-25 13:33:58.351092 PHASE AB VOLTAGE: 23.1 V
2021-04-25 13:33:58.351092 PHASE BC VOLTAGE: 68.6 V
2021-04-25 13:33:58.352341 MOTOR ANGLE: 351.8
2021-04-25 13:33:58.352341 MOTOR SPEED: -2490 RPM
2021-04-25 13:33:58.352341 ELEC OUTPUT FREQ: -415.0
2021-04-25 13:33:58.352341 DELTA RESOLVER FILT: 693
2021-04-25 13:33:58.353604 PHASE A CURRENT: 21.3 A
2021-04-25 13:33:58.353604 PHASE B CURRENT: 41.9 A
2021-04-25 13:33:58.353604 PHASE C CURRENT: -64.0 A
2021-04-25 13:33:58.353604 DC BUS CURRENT: 19.8 A
2021-04-25 13:33:58.355033 DC BUS VOLTAGE: 292.4 V
2021-04-25 13:33:58.355033 OUTPUT VOLTAGE: 71.5 V
2021-04-25 13:33:58.355033 PHASE AB VOLTAGE: 19.1 V
2021-04-25 13:33:58.355033 PHASE BC VOLTAGE: 68.9 V
2021-04-25 13:33:58.356408 COMMANDED TORQUE: 26.6 Nm
2021-04-25 13:33:58.356408 TORQUE FEEDBACK: 24.0 Nm
2021-04-25 13:33:58.356408 RMS UPTIME: 53 s
2021-04-25 13:33:58.357641 REQUESTED TORQUE: 26.7 Nm
2021-04-25 13:33:58.729133 MCU PEDAL ACCEL 1: 2156
2021-04-25 13:33:58.729133 MCU PEDAL ACCEL 2: 1924
2021-04-25 13:33:58.729133 MCU PEDAL BRAKE: 423
2021-04-25 13:33:58.729133 MCU IMPLAUS ACCEL: 1
2021-04-25 13:33:58.729133 MCU IMPLAUS BRAKE: 1
2021-04-25 13:33:58.729133 MCU BRAKE ACT: 0
2021-04-25 13:33:58.729133 MCU TORQUE MAP MODE: 1
2021-04-25 13:33:58.806169 TCU WHEEL RPM REAR LEFT: 60.32 RPM
2021-04-25 13:33:58.806169 TCU WHEEL RPM REAR RIGHT: 60.32 RPM
2021-04-25 13:33:58.807442 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:33:58.807442 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:33:58.808782 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:33:58.810864 MOTOR ANGLE: 355.4
2021-04-25 13:33:58.810864 MOTOR SPEED: -2411 RPM
2021-04-25 13:33:58.810864 ELEC OUTPUT FREQ: -401.9
2021-04-25 13:33:58.810864 DELTA RESOLVER FILT: 689
2021-04-25 13:33:58.812045 PHASE A CURRENT: 69.7 A
2021-04-25 13:33:58.812045 PHASE B CURRENT: -27.1 A
2021-04-25 13:33:58.812045 PHASE C CURRENT: -42.9 A
2021-04-25 13:33:58.812045 DC BUS CURRENT: 19.9 A
2021-04-25 13:33:58.813223 DC BUS VOLTAGE: 292.1 V
2021-04-25 13:33:58.813223 OUTPUT VOLTAGE: 69.5 V
2021-04-25 13:33:58.813223 PHASE AB VOLTAGE: 13.8 V
2021-04-25 13:33:58.813223 PHASE BC VOLTAGE: 68.1 V
2021-04-25 13:33:58.815218 DC BUS VOLTAGE: 293.6 V
2021-04-25 13:33:58.815218 OUTPUT VOLTAGE: 65.4 V
2021-04-25 13:33:58.815218 PHASE AB VOLTAGE: 10.0 V
2021-04-25 13:33:58.815218 PHASE BC VOLTAGE: 64.6 V
2021-04-25 13:33:58.816664 PHASE A CURRENT: -90.2 A
2021-04-25 13:33:58.816664 PHASE B CURRENT: 57.2 A
2021-04-25 13:33:58.816664 PHASE C CURRENT: 37.3 A
2021-04-25 13:33:58.816664 DC BUS CURRENT: 27.0 A
2021-04-25 13:33:58.817868 DC BUS VOLTAGE: 291.7 V
2021-04-25 13:33:58.817868 OUTPUT VOLTAGE: 68.7 V
2021-04-25 13:33:58.817868 PHASE AB VOLTAGE: 15.7 V
2021-04-25 13:33:58.817868 PHASE BC VOLTAGE: 66.8 V
2021-04-25 13:33:58.819931 ECU CURRENT: 654.51 A
2021-04-25 13:33:58.819931 COOLING CURRENT: 655.34 A
2021-04-25 13:33:58.821166 MOTOR ANGLE: 137.9
2021-04-25 13:33:58.821166 MOTOR SPEED: -2436 RPM
2021-04-25 13:33:58.821166 ELEC OUTPUT FREQ: -406.1
2021-04-25 13:33:58.821166 DELTA RESOLVER FILT: 697
2021-04-25 13:33:58.822400 PHASE A CURRENT: -45.1 A
2021-04-25 13:33:58.822400 PHASE B CURRENT: 61.3 A
2021-04-25 13:33:58.822400 PHASE C CURRENT: -14.7 A
2021-04-25 13:33:58.822400 DC BUS CURRENT: 18.8 A
2021-04-25 13:33:58.823626 DC BUS VOLTAGE: 293.0 V
2021-04-25 13:33:58.823626 OUTPUT VOLTAGE: 69.9 V
2021-04-25 13:33:58.823626 PHASE AB VOLTAGE: 19.0 V
2021-04-25 13:33:58.823626 PHASE BC VOLTAGE: 67.2 V
2021-04-25 13:33:58.825111 COMMANDED TORQUE: 26.6 Nm
2021-04-25 13:33:58.825111 TORQUE FEEDBACK: 24.7 Nm
2021-04-25 13:33:58.825111 RMS UPTIME: 54 s
2021-04-25 13:33:58.826378 REQUESTED TORQUE: 26.7 Nm
2021-04-25 13:33:58.922222 MCU PEDAL ACCEL 1: 2158
2021-04-25 13:33:58.922222 MCU PEDAL ACCEL 2: 1924
2021-04-25 13:33:58.922222 MCU PEDAL BRAKE: 423
2021-04-25 13:33:58.922222 MCU IMPLAUS ACCEL: 0
2021-04-25 13:33:58.922222 MCU IMPLAUS BRAKE: 0
2021-04-25 13:33:58.922222 MCU BRAKE ACT: 1
2021-04-25 13:33:58.922222 MCU TORQUE MAP MODE: 1
2021-04-25 13:33:59.000458 TCU WHEEL RPM REAR LEFT: 57.89 RPM
2021-04-25 13:33:59.000458 TCU WHEEL RPM REAR RIGHT: 57.89 RPM
2021-04-25 13:33:59.001740 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:33:59.001740 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:33:59.002942 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:33:59.006257 MOTOR ANGLE: 91.8
2021-04-25 13:33:59.006257 MOTOR SPEED: -2473 RPM
2021-04-25 13:33:59.006257 ELEC OUTPUT FREQ: -412.2
2021-04-25 13:33:59.006257 DELTA RESOLVER FILT: 694
2021-04-25 13:33:59.007474 PHASE A CURRENT: 0.0 A
2021-04-25 13:33:59.007474 PHASE B CURRENT: 49.8 A
2021-04-25 13:33:59.007474 PHASE C CURRENT: -52.5 A
2021-04-25 13:33:59.007474 DC BUS CURRENT: 18.4 A
2021-04-25 13:33:59.008750 DC BUS VOLTAGE: 293.3 V
2021-04-25 13:33:59.008750 OUTPUT VOLTAGE: 70.5 V
2021-04-25 13:33:59.008750 PHASE AB VOLTAGE: 16.6 V
2021-04-25 13:33:59.008750 PHASE BC VOLTAGE: 68.5 V
2021-04-25 13:33:59.427428 MOTOR ANGLE: 109.4
2021-04-25 13:33:59.427428 MOTOR SPEED: -2447 RPM
2021-04-25 13:33:59.427428 ELEC OUTPUT FREQ: -407.9
2021-04-25 13:33:59.427428 DELTA RESOLVER FILT: 694
2021-04-25 13:33:59.428714 PHASE A CURRENT: -26.3 A
2021-04-25 13:33:59.428714 PHASE B CURRENT: 58.3 A
2021-04-25 13:33:59.428714 PHASE C CURRENT: -34.1 A
2021-04-25 13:33:59.428714 DC BUS CURRENT: 18.3 A
2021-04-25 13:33:59.429992 DC BUS VOLTAGE: 293.1 V
2021-04-25 13:33:59.429992 OUTPUT VOLTAGE: 70.2 V
2021-04-25 13:33:59.429992 PHASE AB VOLTAGE: 16.3 V
2021-04-25 13:33:59.429992 PHASE BC VOLTAGE: 68.2 V
2021-04-25 13:33:59.431141 COMMANDED TORQUE: 24.8 Nm
2021-04-25 13:33:59.431141 TORQUE FEEDBACK: 22.4 Nm
2021-04-25 13:33:59.431141 RMS UPTIME: 54 s
2021-04-25 13:33:59.432262 REQUESTED TORQUE: 24.9 Nm
2021-04-25 13:33:59.433357 MCU PEDAL ACCEL 1: 2144
2021-04-25 13:33:59.433357 MCU PEDAL ACCEL 2: 1939
2021-04-25 13:33:59.433357 MCU PEDAL BRAKE: 424
2021-04-25 13:33:59.433357 MCU IMPLAUS ACCEL: 1
2021-04-25 13:33:59.433357 MCU IMPLAUS BRAKE: 1
2021-04-25 13:33:59.433357 MCU BRAKE ACT: 0
2021-04-25 13:33:59.433357 MCU TORQUE MAP MODE: 1
2021-04-25 13:33:59.434513 TCU WHEEL RPM REAR LEFT: 57.89 RPM
2021-04-25 13:33:59.434513 TCU WHEEL RPM REAR RIGHT: 57.89 RPM
2021-04-25 13:33:59.435621 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:33:59.435621 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:33:59.436868 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:33:59.439062 MOTOR ANGLE: 202.0
2021-04-25 13:33:59.439062 MOTOR SPEED: -2465 RPM
2021-04-25 13:33:59.439062 ELEC OUTPUT FREQ: -410.8
2021-04-25 13:33:59.439062 DELTA RESOLVER FILT: 696
2021-04-25 13:33:59.440304 PHASE A CURRENT: -60.9 A
2021-04-25 13:33:59.440304 PHASE B CURRENT: 13.5 A
2021-04-25 13:33:59.440304 PHASE C CURRENT: 51.4 A
2021-04-25 13:33:59.440304 DC BUS CURRENT: 19.4 A
2021-04-25 13:33:59.441544 DC BUS VOLTAGE: 292.9 V
2021-04-25 13:33:59.441544 OUTPUT VOLTAGE: 70.2 V
2021-04-25 13:33:59.441544 PHASE AB VOLTAGE: 16.7 V
2021-04-25 13:33:59.441544 PHASE BC VOLTAGE: 68.1 V
2021-04-25 13:33:59.442775 MOTOR ANGLE: 316.5
2021-04-25 13:33:59.442775 MOTOR SPEED: -2475 RPM
2021-04-25 13:33:59.442775 ELEC OUTPUT FREQ: -412.5
2021-04-25 13:33:59.442775 DELTA RESOLVER FILT: 695
2021-04-25 13:33:59.444003 PHASE A CURRENT: 50.9 A
2021-04-25 13:33:59.444003 PHASE B CURRENT: -70.5 A
2021-04-25 13:33:59.444003 PHASE C CURRENT: 16.2 A
2021-04-25 13:33:59.444003 DC BUS CURRENT: 21.2 A
2021-04-25 13:33:59.445547 DC BUS VOLTAGE: 292.5 V
2021-04-25 13:33:59.445547 OUTPUT VOLTAGE: 71.0 V
2021-04-25 13:33:59.445547 PHASE AB VOLTAGE: 18.7 V
2021-04-25 13:33:59.445547 PHASE BC VOLTAGE: 68.5 V
2021-04-25 13:33:59.446963 COMMANDED TORQUE: 28.0 Nm
2021-04-25 13:33:59.446963 TORQUE FEEDBACK: 26.3 Nm
2021-04-25 13:33:59.446963 RMS UPTIME: 54 s
2021-04-25 13:33:59.448250 BMS VOLTAGE AVERAGE: 4.0226 V
2021-04-25 13:33:59.448250 BMS VOLTAGE LOW: 4.011 V
2021-04-25 13:33:59.448250 BMS VOLTAGE HIGH: 4.0403 V
2021-04-25 13:33:59.448250 BMS VOLTAGE TOTAL: 289.62 V
2021-04-25 13:33:59.449581 BMS STATE: 1
2021-04-25 13:33:59.449581 BMS ERROR FLAGS: 0x00
2021-04-25 13:33:59.449581 BMS CURRENT: -32.6 A
2021-04-25 13:33:59.501135 BMS TOTAL CHARGE: 84394.3167 C
2021-04-25 13:33:59.501135 BMS TOTAL DISCHARGE: 31214.9761 C
2021-04-25 13:33:59.502823 REQUESTED TORQUE: 28.0 Nm
2021-04-25 13:33:59.504151 MCU PEDAL ACCEL 1: 2170
2021-04-25 13:33:59.504151 MCU PEDAL ACCEL 2: 1911
2021-04-25 13:33:59.504151 MCU PEDAL BRAKE: 422
2021-04-25 13:33:59.504151 MCU IMPLAUS ACCEL: 0
2021-04-25 13:33:59.504151 MCU IMPLAUS BRAKE: 0
2021-04-25 13:33:59.504151 MCU BRAKE ACT: 1
2021-04-25 13:33:59.504151 MCU TORQUE MAP MODE: 1
2021-04-25 13:33:59.505467 TCU WHEEL RPM REAR LEFT: 57.92 RPM
2021-04-25 13:33:59.505467 TCU WHEEL RPM REAR RIGHT: 57.92 RPM
2021-04-25 13:33:59.506791 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:33:59.506791 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:33:59.508006 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:33:59.510332 ECU CURRENT: 654.84 A
2021-04-25 13:33:59.510332 COOLING CURRENT: 654.31 A
2021-04-25 13:33:59.511583 MOTOR ANGLE: 19.9
2021-04-25 13:33:59.511583 MOTOR SPEED: -2376 RPM
2021-04-25 13:33:59.511583 ELEC OUTPUT FREQ: -396.0
2021-04-25 13:33:59.511583 DELTA RESOLVER FILT: 694
2021-04-25 13:33:59.512854 PHASE A CURRENT: 53.3 A
2021-04-25 13:33:59.512854 PHASE B CURRENT: -8.4 A
2021-04-25 13:33:59.512854 PHASE C CURRENT: -41.1 A
2021-04-25 13:33:59.512854 DC BUS CURRENT: 15.4 A
2021-04-25 13:33:59.883305 DC BUS VOLTAGE: 292.8 V
2021-04-25 13:33:59.883305 OUTPUT VOLTAGE: 68.6 V
2021-04-25 13:33:59.883305 PHASE AB VOLTAGE: 17.0 V
2021-04-25 13:33:59.883305 PHASE BC VOLTAGE: 66.4 V
2021-04-25 13:33:59.950468 MOTOR ANGLE: 354.6
2021-04-25 13:33:59.950468 MOTOR SPEED: -2427 RPM
2021-04-25 13:33:59.950468 ELEC OUTPUT FREQ: -404.6
2021-04-25 13:33:59.950468 DELTA RESOLVER FILT: 692
2021-04-25 13:33:59.952170 PHASE A CURRENT: 70.0 A
2021-04-25 13:33:59.952170 PHASE B CURRENT: -38.0 A
2021-04-25 13:33:59.952170 PHASE C CURRENT: -33.8 A
2021-04-25 13:33:59.952170 DC BUS CURRENT: 21.2 A
2021-04-25 13:33:59.953415 DC BUS VOLTAGE: 292.1 V
2021-04-25 13:33:59.953415 OUTPUT VOLTAGE: 69.9 V
2021-04-25 13:33:59.953415 PHASE AB VOLTAGE: 17.5 V
2021-04-25 13:33:59.953415 PHASE BC VOLTAGE: 67.6 V
2021-04-25 13:33:59.954759 COMMANDED TORQUE: 28.0 Nm
2021-04-25 13:33:59.954759 TORQUE FEEDBACK: 27.3 Nm
2021-04-25 13:33:59.954759 RMS UPTIME: 55 s
2021-04-25 13:33:59.956017 REQUESTED TORQUE: 27.8 Nm
2021-04-25 13:33:59.957229 MCU PEDAL ACCEL 1: 2170
2021-04-25 13:33:59.957229 MCU PEDAL ACCEL 2: 1911
2021-04-25 13:33:59.957229 MCU PEDAL BRAKE: 422
2021-04-25 13:33:59.957229 MCU IMPLAUS ACCEL: 0
2021-04-25 13:33:59.957229 MCU IMPLAUS BRAKE: 0
2021-04-25 13:33:59.957229 MCU BRAKE ACT: 1
2021-04-25 13:33:59.957229 MCU TORQUE MAP MODE: 1
2021-04-25 13:33:59.958742 TCU WHEEL RPM REAR LEFT: 51.41 RPM
2021-04-25 13:33:59.958742 TCU WHEEL RPM REAR RIGHT: 51.41 RPM
2021-04-25 13:33:59.960069 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:33:59.960069 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:34:00.022389 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:34:00.027179 MOTOR ANGLE: 294.2
2021-04-25 13:34:00.027179 MOTOR SPEED: -2412 RPM
2021-04-25 13:34:00.027179 ELEC OUTPUT FREQ: -402.1
2021-04-25 13:34:00.027179 DELTA RESOLVER FILT: 694
2021-04-25 13:34:00.029091 PHASE A CURRENT: 27.8 A
2021-04-25 13:34:00.029091 PHASE B CURRENT: -72.8 A
2021-04-25 13:34:00.029091 PHASE C CURRENT: 42.0 A
2021-04-25 13:34:00.029091 DC BUS CURRENT: 21.9 A
2021-04-25 13:34:00.030669 DC BUS VOLTAGE: 292.8 V
2021-04-25 13:34:00.030669 OUTPUT VOLTAGE: 68.9 V
2021-04-25 13:34:00.030669 PHASE AB VOLTAGE: 18.4 V
2021-04-25 13:34:00.030669 PHASE BC VOLTAGE: 66.4 V
2021-04-25 13:34:00.032033 MOTOR ANGLE: 33.8
2021-04-25 13:34:00.032033 MOTOR SPEED: -2452 RPM
2021-04-25 13:34:00.032033 ELEC OUTPUT FREQ: -408.7
2021-04-25 13:34:00.032033 DELTA RESOLVER FILT: 695
2021-04-25 13:34:00.033392 PHASE A CURRENT: 61.2 A
2021-04-25 13:34:00.033392 PHASE B CURRENT: -6.3 A
2021-04-25 13:34:00.033392 PHASE C CURRENT: -56.3 A
2021-04-25 13:34:00.033392 DC BUS CURRENT: 20.2 A
2021-04-25 13:34:00.034753 DC BUS VOLTAGE: 291.9 V
2021-04-25 13:34:00.034753 OUTPUT VOLTAGE: 70.1 V
2021-04-25 13:34:00.034753 PHASE AB VOLTAGE: 19.6 V
2021-04-25 13:34:00.034753 PHASE BC VOLTAGE: 67.3 V
2021-04-25 13:34:00.036283 COMMANDED TORQUE: 27.0 Nm
2021-04-25 13:34:00.036283 TORQUE FEEDBACK: 25.9 Nm
2021-04-25 13:34:00.036283 RMS UPTIME: 55 s
2021-04-25 13:34:00.122422 REQUESTED TORQUE: 27.1 Nm
2021-04-25 13:34:00.197513 MCU PEDAL ACCEL 1: 2162
2021-04-25 13:34:00.197513 MCU PEDAL ACCEL 2: 1920
2021-04-25 13:34:00.197513 MCU PEDAL BRAKE: 422
2021-04-25 13:34:00.197513 MCU IMPLAUS ACCEL: 0
2021-04-25 13:34:00.197513 MCU IMPLAUS BRAKE: 0
2021-04-25 13:34:00.197513 MCU BRAKE ACT: 1
2021-04-25 13:34:00.197513 MCU TORQUE MAP MODE: 1
2021-04-25 13:34:00.199059 TCU WHEEL RPM REAR LEFT: 53.56 RPM
2021-04-25 13:34:00.199059 TCU WHEEL RPM REAR RIGHT: 53.56 RPM
2021-04-25 13:34:00.200337 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:34:00.200337 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:34:00.201584 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:34:00.203816 DC BUS VOLTAGE: 292.8 V
2021-04-25 13:34:00.203816 OUTPUT VOLTAGE: 69.3 V
2021-04-25 13:34:00.203816 PHASE AB VOLTAGE: 21.4 V
2021-04-25 13:34:00.203816 PHASE BC VOLTAGE: 65.9 V
2021-04-25 13:34:00.206041 ECU CURRENT: 653.28 A
2021-04-25 13:34:00.206041 COOLING CURRENT: 655.34 A
2021-04-25 13:34:00.475311 MOTOR ANGLE: 261.8
2021-04-25 13:34:00.475311 MOTOR SPEED: -2428 RPM
2021-04-25 13:34:00.475311 ELEC OUTPUT FREQ: -404.6
2021-04-25 13:34:00.475311 DELTA RESOLVER FILT: 699
2021-04-25 13:34:00.553429 PHASE A CURRENT: -18.4 A
2021-04-25 13:34:00.553429 PHASE B CURRENT: -42.1 A
2021-04-25 13:34:00.553429 PHASE C CURRENT: 54.9 A
2021-04-25 13:34:00.553429 DC BUS CURRENT: 16.8 A
